year,month,poly_id,order_1,order_2,order_3
2000,1,FRA1,89.3174278511703,461.357783600798,3702.76006953248
2000,2,FRA1,53.0775446618506,139.135134988989,525.377834597562
2000,3,FRA1,32.0880078405367,65.7747797682372,185.451282053755
2000,4,FRA1,51.1782263979053,123.423505284748,357.130435438229
2000,5,FRA1,44.4851938057136,169.720954151822,1083.5136986237
2000,6,FRA1,44.9757653806943,129.448517669501,490.788475349288
2000,7,FRA1,72.8252428246279,313.62925736071,2185.54119898085
2000,8,FRA1,126.89092423795,1493.62713206157,38186.0430446524
2000,9,FRA1,126.944904683505,949.359444848834,11050.8647390079
2000,10,FRA1,76.0800185468082,304.023260256704,1655.45233235196
2000,11,FRA1,114.180700787965,654.769684034322,4910.31745541709
2000,12,FRA1,62.122456822153,252.197450811873,1463.34733398958
2000,1,FRA2,69.9654476362427,248.196298177357,1098.79882753155
2000,2,FRA2,55.2048729523306,168.881855479861,646.945308145295
2000,3,FRA2,44.6854747103586,175.824729316911,1152.88317698583
2000,4,FRA2,39.4717561076688,88.5149640136391,248.976312064805
2000,5,FRA2,51.107467604192,196.037118055328,1170.95671544589
2000,6,FRA2,48.7444021488447,155.78869242115,689.037247895714
2000,7,FRA2,101.006572124266,891.654885714004,16249.6388967993
2000,8,FRA2,119.414933565157,844.319821029782,9017.34046321917
2000,9,FRA2,157.76938519083,1260.19515265424,12371.3860647415
2000,10,FRA2,115.808053881848,786.381869791193,7626.82160111735
2000,11,FRA2,159.158346945027,1705.25462960136,26163.5331987104
2000,12,FRA2,57.2802121074747,202.765795331474,910.685389913202
2000,1,FRA3,340.887911430534,6036.85554752895,182095.064234684
2000,2,FRA3,185.352319465162,3315.77877087066,121214.996580977
2000,3,FRA3,167.18876017755,2217.56729536878,53396.7223987573
2000,4,FRA3,350.773583926018,10433.9364779925,955255.472001513
2000,5,FRA3,367.917138201535,7344.92182254742,256367.337158828
2000,6,FRA3,186.386204418879,2242.73732428884,38391.8013334627
2000,7,FRA3,157.124446741727,1636.93677760604,24507.0636243472
2000,8,FRA3,63.5997919211224,435.702746708537,4943.92560286694
2000,9,FRA3,39.3116610160745,213.067287083943,1916.80180524166
2000,10,FRA3,50.2077545875632,292.589649787609,2981.0091047578
2000,11,FRA3,85.9199875267994,754.736512059915,9197.23444358402
2000,12,FRA3,183.4951706716,2210.33844792886,39914.8815052563
2000,1,PT20,67.799103149515,493.645133100974,5034.58144059801
2000,2,PT20,36.1213078726769,276.170024779712,3028.81284840018
2000,3,PT20,57.3276027776403,568.535230755709,7170.79754411433
2000,4,PT20,110.096326225676,822.918966752039,7807.93912344322
2000,5,PT20,39.7034711435906,191.693265111596,1418.83678655975
2000,6,PT20,61.4248660057058,746.723434870069,13309.4049479269
2000,7,PT20,55.0815258752637,376.957621995065,5271.73853901413
2000,8,PT20,22.8126029039019,36.0059844745038,74.9060767311662
2000,9,PT20,32.9434965329139,93.6864084581761,373.09623596572
2000,10,PT20,42.2819661486464,208.860069558,1594.46055206604
2000,11,PT20,138.531209922425,3572.10826246695,131774.494413768
2000,12,PT20,201.810444755981,2544.52672670318,42353.8398595085
2000,1,IS00,120.092335044499,1354.67075138308,23532.6219974716
2000,2,IS00,165.000427093845,2476.11705123532,59015.1249334507
2000,3,IS00,193.363374568873,3155.65783443516,78933.3435512
