year,month,poly_id,order_1,order_2,order_3,order_4,order_5
2009,1,FRA1,765.076119760039,18889.2274239257,466541.528296818,11527441.9157288,284932531.723628
2009,2,FRA1,680.148859139689,16529.7349348873,401921.330873452,9777475.9566516,237968928.644592
2009,3,FRA1,748.736830886423,18088.1092608455,437072.182837718,10563521.2867748,255363800.348622
2009,4,FRA1,741.687603440468,18347.1165119894,454107.015951471,11245759.690087,278648179.326984
2009,5,FRA1,793.765995121183,20345.1871609323,521996.437305074,13406263.5661661,344650988.14381
2009,6,FRA1,788.942296982733,20755.3410221092,546226.86204289,14380456.6069946,378727349.694746
2009,7,FRA1,836.310087195152,22568.133396442,609179.252979104,16448042.4363718,444223443.374801
2009,8,FRA1,843.854447140581,22976.6908936809,625778.580445864,17047721.6362577,464540514.418281
2009,9,FRA1,818.024960674254,22314.9800937074,608990.652032843,16626789.7460997,454139498.88919
2009,10,FRA1,839.254020917779,22729.7991873667,615838.614661529,16691912.2816715,452597166.539363
2009,11,FRA1,797.702762061874,21220.3652628613,564750.519241779,15036697.9180172,400534857.749334
2009,12,FRA1,801.454059276438,20728.2832285639,536307.065872361,13881197.7278895,359419297.498008
2009,1,FRA2,766.282295364823,18946.6344455257,468587.778768353,11592172.325781,286848826.232388
2009,2,FRA2,689.166058959011,16967.062002686,417835.93806012,10292497.5113131,253601051.18158
2009,3,FRA2,761.004579833083,18686.9076939334,458998.4434168,11277363.7993631,277156825.153967
2009,4,FRA2,749.768269939281,18747.4364146918,468991.389808097,11738025.1650103,293921503.155548
2009,5,FRA2,798.20761708234,20570.5786010423,530579.888196754,13697001.4982329,353889051.815065
2009,6,FRA2,790.274280427683,20821.0636036885,548651.412903778,14459679.2282347,381144306.728346
2009,7,FRA2,829.026291287017,22178.3698693371,593529.723097751,15889261.1424887,425510419.535819
2009,8,FRA2,836.654086013645,22587.7129921028,610013.745192723,16479610.1026858,445341438.766713
2009,9,FRA2,819.271958647268,22381.1769825148,611623.930787078,16719812.7732143,457217045.390861
2009,10,FRA2,845.273213340881,23055.423815239,629054.238130533,17168819.1925951,468736161.974798
2009,11,FRA2,793.336587296878,20986.457258705,555350.372747608,14700840.3918117,389282828.874707
2009,12,FRA2,805.056344289035,20916.2195873153,543661.791849616,14137074.5182994,367766241.339041
2009,1,FRA3,789.409452856659,20112.5703040232,512693.658270169,13075967.3954491,333668734.322974
2009,2,FRA3,718.897736573647,18465.5751972737,474507.202949961,12198449.4561579,313722675.14723
2009,3,FRA3,801.875230869245,20754.300195285,537485.051076497,13927795.3231892,361124228.973247
2009,4,FRA3,778.971123096608,20235.426841473,525888.39106913,13673012.1851247,355650424.238547
2009,5,FRA3,820.048002123487,21698.2060074376,574267.746176449,15202329.9314563,402541014.095992
2009,6,FRA3,782.454191764413,20415.826109534,532896.805486117,13915064.1771271,363488899.447397
2009,7,FRA3,818.310727520773,21610.7010020004,570970.112770704,15092167.6076213,399101492.162611
2009,8,FRA3,841.456207026588,22843.757114991,620254.118286388,16843712.0586515,457479792.082067
2009,9,FRA3,810.134202216064,21880.9302441253,591082.006975665,15969925.6003756,431550139.557939
2009,10,FRA3,834.588987883162,22472.4561183349,605194.359674151,16300658.6718467,439117653.182125
2009,11,FRA3,802.404554080838,21470.7025435215,574747.899922936,15391619.5263501,412348609.543351
2009,12,FRA3,802.285128335782,20769.9070249812,537870.557874612,13933398.781201,361053105.727644
2009,1,PT20,477.230191091171,7415.44703926908,116128.163707801,1830715.93826233,29026420.331872
2009,2,PT20,388.459581402101,5415.44362016038,75849.3510472428,1067163.88864521,15080154.887975
2009,3,PT20,434.995965336231,6142.64133945207,87287.8587071184,1248118.26411851,17956673.7572087
2009,4,PT20,461.362380031239,7122.10273117714,110362.743338279,1716652.4441553,26802782.0215445
2009,5,PT20,500.875842480652,8127.83053467627,132436.322533259,2166446.61835108,35573384.9226301
2009,6,PT20,533.641989510258,9529.3166170578,170807.253095192,3072774.62870192,55472793.3401439
2009,7,PT20,622.580353163957,12527.3388304078,252561.353901075,5101911.03129145,103268573.097741
2009,8,PT20,675.079675727203,14720.4469685598,321416.581157906,7027575.42637198,153865511.688571
